date,nav,cash,n_pos,ret
2025-11-10,6788065.148534056,5697861.372618882,2,0.003792215817795208
2025-11-11,6770379.476805737,252463.9449121153,14,-0.0026054068930286833
2025-11-12,6903645.2553207595,252463.9449121153,14,0.01968364978234538
2025-11-13,6963750.493943121,252463.9449121153,14,0.008706304625956562
2025-11-14,6897404.905802038,1335694.8936521153,12,-0.0095272781813176
2025-11-17,6886878.945648963,1335694.8936521153,12,-0.0015260754293575651
2025-11-18,6777856.359077547,516737.21375550446,12,-0.01583047813557037
2025-11-19,6772874.6206584275,516737.21375550446,12,-0.0007350020648412281
2025-11-20,6812611.521077284,516737.21375550446,12,0.005867065706140817
2025-11-21,6619080.047917075,4923571.162421119,2,-0.028407824600220954
2025-11-24,6676448.890288397,4923571.162421119,2,0.008667192715001937
2025-11-25,6632064.347413242,257497.62085111998,9,-0.0066479267054252444
2025-11-26,6668484.4250419205,257497.62085111998,9,0.005491514515067131
2025-11-27,6726162.676622801,257497.62085111998,9,0.008649379364864984
2025-11-28,6682049.185091279,1958611.9750912795,7,-0.006558493104075747
2025-12-01,6762782.87509128,1958611.9750912795,7,0.012082175357243763
