date,nav,n_pos,ret
2025-04-29,1148125.8248262263,2,0.0017356678569619977
2025-04-30,1137880.883996765,2,-0.008923186473061007
2025-05-02,1149684.2305424304,2,0.0103730950327654
2025-05-06,1139936.5651733356,2,-0.008478558816533255
2025-05-07,1117158.7112855066,2,-0.01998168545840573
2025-05-08,1125513.893118637,2,0.0074789568829625175
2025-05-09,1117643.2723320667,0,-0.0069929130459348565
2025-05-12,1117643.2723320667,0,0.0
2025-05-13,1117643.2723320667,0,0.0
2025-05-14,1117643.2723320667,0,0.0
2025-05-15,1117643.2723320667,0,0.0
2025-05-16,1117643.2723320667,0,0.0
2025-05-19,1110473.312984465,11,-0.00641524851900277
2025-05-20,1130195.6616043064,11,0.017760308500198496
2025-05-21,1147409.157307994,11,0.015230544841459803
2025-05-22,1148964.7095069068,11,0.0013557083704667239
2025-05-23,1160182.8406150208,11,0.009763686399844707
2025-05-26,1137757.6441356794,11,-0.019329019266871583
2025-05-27,1158985.433296139,11,0.018657566723347063
2025-05-28,1154628.3043632463,11,-0.003759433732053896
2025-05-29,1178785.7442745494,11,0.020922265477135937
2025-05-30,1184899.577290168,11,0.005186551538576056
2025-06-02,1168864.1278701709,11,-0.013533171694321777
2025-06-03,1204867.3589569018,11,0.0308018958134455
2025-06-04,1215542.6468838004,11,0.008860135389625379
2025-06-05,1217029.2645673752,11,0.0012230074258487988
2025-06-06,1243219.6440259109,11,0.0215199257906471
2025-06-09,1268214.1573370406,0,0.02010466407222311
2025-06-10,1268214.1573370406,0,0.0
2025-06-11,1268214.1573370406,0,0.0
2025-06-12,1268214.1573370406,0,0.0
2025-06-13,1268214.1573370406,0,0.0
2025-06-16,1268214.1573370406,0,0.0
2025-06-17,1259930.4333666798,14,-0.006531802158520894
2025-06-18,1258270.3729768756,14,-0.0013175809916491366
2025-06-19,1236688.6854688744,14,-0.017151868129059
2025-06-20,1244334.8279976305,14,0.006182754494804099
2025-06-23,1256179.5777815727,14,0.009518940977488066
2025-06-24,1275918.7618052482,14,0.015713664170958097
2025-06-25,1283863.2797160961,14,0.00622650763408128
2025-06-26,1285876.12309571,14,0.0015678019703617707
2025-06-27,1286207.8606008608,14,0.0002579855860080915
2025-06-30,1287428.001819325,14,0.0009486345526563689
2025-07-02,1291358.5214941017,14,0.003053001542006495
2025-07-03,1296906.625924086,14,0.0042963316055444345
2025-07-04,1289669.319040279,14,-0.005580437896714585
2025-07-07,1291423.565898867,14,0.0013602299695658626
2025-07-08,1304649.5323688106,14,0.01024138541311026
2025-07-09,1292011.9335805983,0,-0.009686585151543747
2025-07-10,1292011.9335805983,0,0.0
2025-07-11,1292011.9335805983,0,0.0
2025-07-14,1292011.9335805983,0,0.0
2025-07-15,1292011.9335805983,0,0.0
2025-07-16,1292011.9335805983,0,0.0
2025-07-17,1283572.915173773,14,-0.006531687662851504
2025-07-18,1304281.7068734954,14,0.016133708848880435
2025-07-21,1323786.7528379816,14,0.014954626643688629
2025-07-22,1351631.3648533863,14,0.021034061532728243
2025-07-23,1378494.2459829361,14,0.019874413858740114
2025-07-24,1391164.8696133771,14,0.009191640565322956
2025-07-25,1386120.4264557997,14,-0.0036260570316006824
2025-07-28,1387320.3160119283,14,0.0008656459664162508
2025-07-29,1381441.8250562763,14,-0.004237298976887072
2025-07-30,1378649.4994630446,14,-0.002021312474101422
2025-07-31,1345902.8041023295,14,-0.023752734377714746
2025-08-01,1331578.9044697233,14,-0.01064259587612626
2025-08-04,1339829.4793818453,14,0.006196084125715151
2025-08-05,1360336.861314725,14,0.015305964115926995
2025-08-06,1363487.3384479014,14,0.0023159536602805897
2025-08-07,1369871.431265458,0,0.0046821797588703085
2025-08-08,1369871.431265458,0,0.0
2025-08-11,1369871.431265458,0,0.0
2025-08-12,1369871.431265458,0,0.0
2025-08-13,1369871.431265458,0,0.0
2025-08-14,1369871.431265458,0,0.0
2025-08-15,1360922.366199883,14,-0.006532777355104158
2025-08-18,1381446.8050250935,14,0.01508127086082145
2025-08-19,1369731.7247713937,14,-0.008480297765419254
2025-08-20,1371026.218202667,14,0.0009450707812796999
2025-08-21,1371163.7930061433,14,0.0001003444001650422
2025-08-22,1381877.1694148574,14,0.00781334546854251
2025-08-25,1410049.7084891782,14,0.020387151403804094
2025-08-26,1403370.7981690343,14,-0.004736648842898039
2025-08-27,1364751.5419088518,14,-0.02751892536923861
2025-08-28,1363042.69758561,14,-0.0012521285162658824
2025-08-29,1376001.5701470873,14,0.00950731226867041
2025-09-01,1375321.6795088006,14,-0.0004941060047003454
2025-09-02,1368401.6789167162,14,-0.005031550578447841
2025-09-03,1358706.897992879,14,-0.007084747902028399
2025-09-04,1336590.530541806,14,-0.016277511716282445
2025-09-05,1354299.1089486585,0,0.01324906768542955
2025-09-08,1354299.1089486585,0,0.0
2025-09-09,1354299.1089486585,0,0.0
2025-09-10,1354299.1089486585,0,0.0
2025-09-11,1354299.1089486585,0,0.0
2025-09-12,1354299.1089486585,0,0.0
2025-09-15,1345453.458816695,14,-0.0065315335980914435
2025-09-16,1333773.840245288,14,-0.00868080459778886
2025-09-17,1366548.9470339145,14,0.024573211589304256
2025-09-18,1340035.2636537296,14,-0.01940192734239976
2025-09-19,1356790.5331498631,14,0.012503603412979514
2025-09-22,1343922.4334376908,14,-0.009484219853965414
2025-09-23,1326498.5813351122,14,-0.012964923919016047
2025-09-24,1338610.0859770156,14,0.009130431658444182
2025-09-25,1360659.8140429128,14,0.01647210662528642
2025-09-26,1336497.9655611112,14,-0.017757449902198408
2025-09-29,1359373.7825011176,14,0.017116237756787278
2025-09-30,1379874.6996291822,14,0.015081147946185203
2025-10-02,1398475.587196487,14,0.013480127994450086
2025-10-03,1386135.8769378571,14,-0.008823686571009182
2025-10-06,1373704.006058159,14,-0.008968724557625318
2025-10-08,1364764.0816263363,0,-0.0065078971833792965
2025-10-09,1364764.0816263363,0,0.0
2025-10-10,1364764.0816263363,0,0.0
2025-10-13,1364764.0816263363,0,0.0
2025-10-14,1364764.0816263363,0,0.0
2025-10-15,1364764.0816263363,0,0.0
2025-10-16,1357599.1865965931,3,-0.00524991471141667
2025-10-17,1361913.6305039208,3,0.0031779953538007
2025-10-20,1358615.1426540401,3,-0.0024219508315370675
2025-10-21,1354492.1553191205,3,-0.0030346984995806014
2025-10-22,1359966.5353771667,3,0.0040416476659153044
2025-10-23,1387336.227951833,3,0.020125269161182624
2025-10-24,1363425.2680216557,3,-0.017235158607137202
2025-10-27,1360681.7797655899,3,-0.0020122028837317174
2025-10-28,1358144.7152912123,3,-0.0018645538671170359
2025-10-30,1354776.3164731837,3,-0.0024801472038319394
2025-10-31,1355012.7110396358,3,0.00017448973943356982
2025-11-03,1368014.1574210415,3,0.009595073371252871
2025-11-04,1376766.5200861215,3,0.006397859713367149
2025-11-05,1383100.6700861217,3,0.0046007437772410675
2025-11-06,1385459.8664675273,3,0.001705730054529342
2025-11-07,1376046.1780219516,0,-0.00679463091888588
2025-11-10,1376046.1780219516,0,0.0
2025-11-11,1376046.1780219516,0,0.0
2025-11-12,1376046.1780219516,0,0.0
2025-11-13,1376046.1780219516,0,0.0
2025-11-14,1376046.1780219516,0,0.0
2025-11-17,1367290.1367999795,10,-0.006363188504733719
2025-11-18,1337177.1282926719,10,-0.022023861429867675
2025-11-19,1339763.3227144256,10,0.0019340701893815204
2025-11-20,1340722.8949214446,10,0.0007162251651096074
2025-11-21,1309007.3670536,10,-0.023655542832885512
2025-11-24,1330120.8021323215,10,0.0161293477868234
2025-11-25,1329747.7101226,10,-0.00028049483108860684
2025-11-26,1335523.661033188,10,0.004343644186501683
2025-11-27,1335337.4207134563,10,-0.00013945115699975918
2025-11-28,1333761.1357746734,10,-0.0011804394262693307
2025-12-01,1347538.7087406144,10,0.010329865368238211
2025-12-02,1355596.8832849714,10,0.005979920645016623
2025-12-03,1344767.2350896974,10,-0.007988841173071193
2025-12-04,1353205.0550896975,10,0.006274557990280982
2025-12-05,1366056.5250896974,10,0.00949706029523223
2025-12-08,1341208.6171496976,0,-0.018189516673454142
2025-12-09,1341208.6171496976,0,0.0
2025-12-10,1341208.6171496976,0,0.0
2025-12-11,1341208.6171496976,0,0.0
2025-12-12,1341208.6171496976,0,0.0
2025-12-15,1341208.6171496976,0,0.0
2025-12-16,1333698.9491096977,4,-0.005599179683142275
2025-12-17,1359285.209109698,4,0.019184434401091854
2025-12-18,1363713.3191096978,4,0.003257675409342742
2025-12-19,1368910.6291096979,4,0.003811145588423992
2025-12-22,1365917.649109698,4,-0.0021863954712270095
2025-12-23,1367455.6191096976,4,0.001125960998455744
2025-12-24,1362940.5691096978,4,-0.0033017890576509945
2025-12-29,1358524.4691096977,4,-0.0032401266057292544
2025-12-30,1355715.9291096977,4,-0.002067345906430873
2025-12-31,1342887.329109698,4,-0.009462601806577764
2026-01-02,1365005.6791096977,4,0.016470741454283955
2026-01-05,1385905.959109698,4,0.015311496735773478
2026-01-06,1413349.249109698,4,0.019801697091792247
2026-01-07,1419472.6591096977,4,0.004332552625514907
2026-01-08,1408767.0891096978,4,-0.007541934627127267
2026-01-09,1410765.414689698,0,0.0014184925211895294
2026-01-12,1410765.414689698,0,0.0
2026-01-13,1410765.414689698,0,0.0
2026-01-14,1410765.414689698,0,0.0
2026-01-15,1410765.414689698,0,0.0
2026-01-16,1410765.414689698,0,0.0
2026-01-19,1401988.8589296984,8,-0.006221130507321204
2026-01-20,1406092.0689296983,8,0.002926706566792836
2026-01-21,1415772.8689296981,8,0.006884897663471445
2026-01-22,1423176.328929698,8,0.0052292709957049155
2026-01-23,1422452.4789296982,8,-0.000508615823131553
2026-01-26,1420014.5189296983,8,-0.0017139131437517996
2026-01-27,1430672.7889296983,8,0.007505747200411417
2026-01-28,1447239.1889296982,8,0.011579447186098601
2026-01-29,1453821.1289296981,8,0.00454792825563799
2026-01-30,1430981.8589296981,8,-0.015709821205318608
2026-02-02,1405278.9689296982,8,-0.017961716173833464
2026-02-03,1416519.6689296982,8,0.00799891000187758
2026-02-04,1430163.7189296982,8,0.009632093573617162
2026-02-05,1435165.9189296982,8,0.003497641517394623
2026-02-06,1427141.1989296982,8,-0.00559149286793581
2026-02-09,1435628.4371896982,0,0.005947020705705297
2026-02-10,1435628.4371896982,0,0.0
2026-02-11,1435628.4371896982,0,0.0
2026-02-12,1435628.4371896982,0,0.0
2026-02-13,1435628.4371896982,0,0.0
2026-02-16,1435628.4371896982,0,0.0
2026-02-20,1426250.077510673,14,-0.006532581436867968
2026-02-23,1440840.7817827482,14,0.010230116374500886
2026-02-24,1437036.9352657434,14,-0.0026400186371031698
2026-02-25,1438785.5140276777,14,0.0012167945854577589
2026-02-26,1425555.118408645,14,-0.009195530181559941
2026-02-27,1431987.537959659,14,0.004512220866068395
2026-03-02,1422398.4490754155,14,-0.006696349395544532
2026-03-03,1410804.4690785282,14,-0.008151007198034854
2026-03-04,1382701.9690785282,14,-0.0199194860917582
2026-03-05,1383116.1490785282,14,0.00029954394313613797
2026-03-06,1393901.9090785282,14,0.007798159255956838
2026-03-09,1372741.1890785282,14,-0.01518092475674182
2026-03-10,1376376.579078528,14,0.002648270503517347
2026-03-11,1378703.2190785282,14,0.0016904094674132786
2026-03-12,1363724.2490785283,14,-0.01086453545093724
2026-03-13,1325294.2108785282,0,-0.028180211817724343
2026-03-16,1325294.2108785282,0,0.0
2026-03-17,1325294.2108785282,0,0.0
2026-03-18,1325294.2108785282,0,0.0
2026-03-19,1325294.2108785282,0,0.0
2026-03-20,1325294.2108785282,0,0.0
2026-03-23,1317564.1262085284,5,-0.005832731031757521
2026-03-24,1345295.7262085283,5,0.02104762830770235
2026-03-25,1348105.4262085285,5,0.0020885370742378395
2026-03-26,1336853.1362085284,5,-0.00834674334903207
2026-03-27,1353309.9962085283,5,0.012310148029179624
2026-03-30,1361940.3162085284,5,0.006377193713324347
2026-03-31,1358226.7562085283,5,-0.0027266686768904203
2026-04-01,1360409.2362085283,5,0.0016068598192633399
2026-04-02,1364080.4962085283,5,0.002698643836197334
2026-04-08,1361896.1662085284,5,-0.0016013204543802173
2026-04-09,1356950.6862085285,5,-0.003631319422660595
2026-04-10,1370852.2462085283,5,0.010244705383393393
2026-04-13,1386950.9562085285,5,0.011743577795875204
2026-04-14,1387834.4662085283,5,0.0006370160358193377
2026-04-15,1382845.5662085284,5,-0.003594737068051912
2026-04-16,1386984.1636785283,0,0.0029928124811124945
2026-04-17,1386984.1636785283,0,0.0
