fm_thr,rsi_w_coef,trend_filter,ta_rsi_sell,return,sharpe,max_dd,buy_cnt,sell_cnt,composite
10.0,0.3,0.4,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
10.0,0.3,0.4,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
10.0,0.3,0.4,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
10.0,0.3,0.4,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.6,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.6,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.6,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.6,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.4,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.4,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.4,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
3.0,0.1,0.4,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.4,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.4,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.4,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.4,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
7.0,0.25,0.4,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.4,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.4,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.4,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
5.0,0.2,0.4,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,10,1.6645821728053387
5.0,0.2,0.4,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,10,1.6645821728053387
5.0,0.2,0.4,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,10,1.6645821728053387
5.0,0.2,0.4,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,10,1.6645821728053387
7.0,0.25,0.6,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.6,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.6,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
7.0,0.25,0.6,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,8,1.6645821728053387
5.0,0.15,0.6,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.6,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.6,75,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
5.0,0.15,0.6,72,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
10.0,0.3,0.6,82,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
10.0,0.3,0.6,78,45.22423972528411,0.27306106282044273,-33.78981469378718,662,4,1.6645821728053387
