symbol,market,trade_date,close,weekly_rsi,monthly_rsi,resonance,rsi_14,frac_balance_10,frac_balance_20,atr_ratio,fusion_score
01775.HK,HK,2026-04-17,0.45,48.11855126312579,74.13386727429827,-0.25,48.79800778298138,0.0,0.4,6.349206349206352,0.2608769007464245
01797.HK,HK,2026-04-17,27.88,55.86210671600604,67.64302699455368,0.0,51.40466807344485,-0.5,0.0,6.533101045296169,-0.018284289589610894
01800.HK,HK,2026-04-17,4.57,19.62225569728463,12.800665173058448,0.75,36.38524314455585,0.0,0.5,2.453891841200375,-0.4943032319065196
01810.HK,HK,2026-04-17,31.54,35.742958956564635,6.479707392288333,0.25,44.58503029469088,0.0,0.0,3.618987227103904,-0.3636597496008842
01833.HK,HK,2026-04-17,12.01,39.40463901687212,29.114192202402165,0.25,48.13276406166224,-0.5,-0.25,4.853098608302603,-0.4675688671855446
01848.HK,HK,2026-04-17,3.93,29.579260192109572,22.165655601074178,0.75,42.235800275248174,-0.6666666666666666,-0.25,2.78080697928026,-0.7793707760589778
01876.HK,HK,2026-04-17,7.36,42.80418589774973,15.64891560814415,0.25,45.176426160988484,-0.5,0.0,2.183618012422361,-0.4196853902022825
01919.HK,HK,2026-04-17,14.82,43.53011129892756,55.607698521072685,0.0,42.66381512467654,-0.5,-0.25,2.433969539232696,-0.2804634533817957
01928.HK,HK,2026-04-17,17.35,53.95539329454433,35.743537729798774,0.0,52.275270781372456,-0.5,0.0,2.696582955948953,-0.15570546269525753
01959.HK,HK,2026-04-17,4.37,61.68656147139906,86.66709187013491,-0.25,56.67020524399041,0.5,0.25,9.44753187316117,0.5811758979055749
01972.HK,HK,2026-04-17,24.96,58.13279324280589,73.30538049910959,-0.25,55.413985314685775,0.0,0.1666666666666666,2.9761904761904807,0.30587432836528966
02015.HK,HK,2026-04-17,70.9,52.903207857341116,39.071825734901594,0.0,51.2864788839059,-0.5,0.0,3.621801329840821,-0.1560163198043331
02020.HK,HK,2026-04-17,84.3,70.59825581349492,58.22879554629546,-0.5,62.41978599784514,0.0,0.5,2.5843077444500944,0.5462754370291023
02057.HK,HK,2026-04-17,194.9,65.79869502352216,77.41307146026703,-0.25,54.31262024478058,0.0,0.25,3.309389430477166,0.41883090788996524
02126.HK,HK,2026-04-17,2.39,70.48953308963587,39.6504527145064,-0.5,61.32982722263892,0.0,0.0,5.947399880454272,0.3271242013999085
02171.HK,HK,2026-04-17,24.06,89.18016101778991,83.19921277986859,-1.75,80.55110929374526,-0.5,0.0,5.63472271701698,0.8612977569178774
02186.HK,HK,2026-04-17,2.87,74.3598108319277,54.38686216948265,-0.5,59.53599704695605,0.0,0.5,5.176704828272775,0.5618143626698039
02196.HK,HK,2026-04-17,19.98,56.11653431017032,38.50210683497744,0.0,51.65237153611463,-0.5,0.0,3.6572286572286576,-0.125402165193869
02197.HK,HK,2026-04-17,2.9,70.99592959873388,80.7052606133038,-0.75,60.618042164778316,0.0,0.6666666666666666,6.921182266009854,0.7387513229204932
02282.HK,HK,2026-04-17,11.31,30.087761582312623,22.86831333727598,0.25,44.97178153579335,-0.5,-0.25,3.056713401540985,-0.5914688771956098
02314.HK,HK,2026-04-17,3.29,23.057343299640124,42.30311935031098,0.5,37.06286952827042,0.0,0.5,3.755970473295699,-0.2872814515184291
02318.HK,HK,2026-04-17,60.9,36.685397724179516,35.43965074763325,0.0,44.58942605724285,0.0,0.5,2.932207365704901,-0.040032396147539756
02328.HK,HK,2026-04-17,14.27,26.20769550808012,15.320154627224426,0.75,36.59647752406881,-0.5,0.0,3.383722094303734,-0.7262093677567951
02331.HK,HK,2026-04-17,20.82,42.63285872098702,66.9826785031116,0.0,45.14397987810319,-0.5,-0.6666666666666666,3.616028543982432,-0.36099204347187835
02333.HK,HK,2026-04-17,12.9,46.33214437783595,25.008710865035553,0.25,47.74680860130474,0.0,0.5,4.191583610188261,-0.035617138921570694
02357.HK,HK,2026-04-17,3.59,41.59257194989932,19.7981115108023,0.25,46.78507467134466,0.0,0.5,2.4870672502984483,-0.10472266405353077
02359.HK,HK,2026-04-17,121.8,56.59308544820527,62.90391999126816,0.0,52.23907297663194,0.0,0.5,4.116819141449681,0.28036867541797134
02376.HK,HK,2026-04-17,1.68,26.86032805623772,8.492014635664901,0.75,32.17555984346872,-0.5,0.0,9.31122448979592,-0.7566338792609764
02382.HK,HK,2026-04-17,63.5,72.56557821807306,52.65388661890717,-0.5,65.61114015378999,0.0,0.5,3.661417322834646,0.5526674348696667
02607.HK,HK,2026-04-17,11.62,49.09656204751673,33.748992265567395,0.0,48.583293993889356,-0.5,0.0,1.702729284484876,-0.22065434574922377
02628.HK,HK,2026-04-17,27.4,43.76842172707252,38.44837720999414,0.0,49.03534850220146,0.0,0.5,3.826903023983314,0.05268876967250672
02638.HK,HK,2026-04-17,6.4,20.360635272424815,39.57459218008691,0.5,38.12881287274037,-0.5,0.25,1.25,-0.5563963248491406
02669.HK,HK,2026-04-17,4.06,37.616560270961294,10.023886427493366,0.25,46.78523511282977,0.5,0.75,2.5510204081632644,0.05360435525759294
02688.HK,HK,2026-04-17,61.05,25.426772351989612,15.498405870872404,0.75,30.051643243068327,-0.5,0.0,2.509652509652508,-0.749648093624417
02768.HK,HK,2026-04-17,47.44,50.0,99.99992725672097,-0.25,50.0,0.1,0.0333333333333333,7.417941459889183,0.30647133452724656
02800.HK,HK,2026-04-17,25.56,23.54858526237514,33.86329515932738,0.5,40.566352243522246,0.5,0.5,1.984126984126984,-0.1433833292738626
02828.HK,HK,2026-04-17,87.8,20.079715373020335,22.283863241710293,0.75,40.4202969963436,0.0,0.5,1.8841522941750763,-0.44379345066604087
02934.HK,HK,2026-04-17,2982.0,84.30626074836452,30.773188643049295,-1.5,73.20066346865883,0.0,0.0,6.407492574494587,0.6987835513174436
03033.HK,HK,2026-04-17,4.77,13.288366998212467,18.646820308159505,0.75,36.16330324648982,0.5,0.5,2.906558849955075,-0.37332990252995646
03188.HK,HK,2026-04-17,54.34,41.98698342079369,81.26043990092836,-0.25,46.24889949820187,0.5,0.0,1.90335979809664,0.2668371736044879
03319.HK,HK,2026-04-17,1.93,43.06454391069749,8.447356220561815,0.25,49.46449394728838,0.0,0.5,3.663952627683198,-0.12637569989478548
03320.HK,HK,2026-04-17,6.38,91.7080350050438,92.39125207739583,-1.75,75.46229234295521,0.0,0.5,3.683385579937305,1.2156579560111374
03383.HK,HK,2026-04-17,0.244,31.828984523080763,14.122866914627267,0.25,40.139147028203176,0.0,0.0,3.1323185011709618,-0.38466197941798375
03690.HK,HK,2026-04-17,85.25,54.738599156777205,32.755785310058386,0.0,51.499745447398524,0.0,0.0,4.893171344784248,0.001012032134689263
03800.HK,HK,2026-04-17,0.96,41.31599662769471,25.211930448737448,0.25,44.743598334454134,0.0,0.5,4.538690476190479,-0.09208699051474101
03888.HK,HK,2026-04-17,24.24,48.38391005227695,19.35564254969566,0.25,51.264652085020174,0.0,0.0,4.467232437529469,-0.17291963837765081
03968.HK,HK,2026-04-17,51.0,71.90203589011448,75.14370805777038,-0.75,63.24968420799903,0.0,0.5,1.6918767507002823,0.6849227936521678
03988.HK,HK,2026-04-17,5.09,86.58616137064021,84.76957996373162,-1.75,70.48804960876588,0.0,0.0,1.5997754701094553,0.9785501400245254
03993.HK,HK,2026-04-17,19.22,52.01076164039184,51.122168971797855,0.0,52.619947073830744,0.0,0.5,4.846142411178831,0.19131739738076828
06030.HK,HK,2026-04-17,26.56,55.1278773982249,38.57306025066936,0.0,55.35315299984302,-0.5,0.25,3.716652323580035,-0.053150837830872294
06049.HK,HK,2026-04-17,31.46,36.047371144563655,20.441108835226203,0.25,47.62460613053454,-0.5,0.0,1.8254472799927373,-0.4624112706853892
